That would probably do something, but nothing you need to do now.	那樣大概會有點反應，不過現在還用不著。
How nice! A pile of horse plop is baking in the sun, right in the middle of the road. (You make a mental note: hurry up and get around to inventing the Poop Scoop.)	真棒！一坨馬糞正在路中央曬太陽。（你在心裡記一筆：得趕快發明「便便鏟」了。）
You bravely, stupidly grab ANOTHER steaming, fly-laden horse plop. This one is even more texturey than the last one!	你英勇又愚蠢地抓起另一坨熱騰騰、蒼蠅環繞的馬糞。這坨的「口感」比上一坨還豐富！
Apparently Mom's jumping on the comedy club bandwagon. The sign reads, "Coming soon -- Open Megaphone Night. Take your best shot! You'll die laughing!"	看來老媽也想搭喜劇酒吧的順風車。招牌寫著：「即將開張——開放麥克風之夜。使出你的看家本領！保證笑到你斷氣！」
It's too dark to make out what's written on that bunting.	天色太暗，看不清那面彩布上寫了什麼。
The fabric has been pre-treated to resist those pesky dust storms, stampedes, flash floods, tsunamis, monsoons, and droughts.	這塊布料經過特殊處理，能抵擋惱人的沙塵暴、牛群暴衝、山洪、海嘯、季風和乾旱。
Not from down here, you can't!	你在這下面可辦不到！
You've got no reason to put the canister on the railing. (At least, not YET.)	你沒理由把罐子放在欄杆上。（至少現在還沒有。）
|c0|FORESHADOWING ALERT! FORESHADOWING ALERT!|c|	|c0|伏筆警報！伏筆警報！|c|
It's the canister of nitrous oxide. You put it there yourself. Remember?	這是氧化亞氮罐，你自己放在那裡的，記得嗎？
You decide that the canister of nitrous oxide would look better somewheres else.	你覺得那罐氧化亞氮擺在別的地方會更好看。
Just fly there. (NOT!!)	飛過去就好啦。（才怪！！）
Freddy Pharkas? You wuz askin' about Freddy Pharkas? The man whut saved Coarsegold, only nobody knowed it wuz him? Why, jes' hop up here on ol' Whittlin' Willy's lap and I'll tell ya all about it.	佛萊迪·法卡斯？你在打聽佛萊迪·法卡斯？那個救了粗金鎮、卻沒人知道是他救的傢伙？來，坐到老削木威利的腿上來，俺跟你從頭說起。
Apparently Mom's jumping on the comedy bandwagon. The banner reads, "Coming soon -- Open Megaphone Night. Take your best shot! You'll die laughing!"	看樣子老媽也想搭上喜劇的風潮。布條上寫著：「即將登場——開放麥克風之夜。使出全力！保證笑死你！」
You've got no reason to put the canister on the railing. At least, not YET.	你沒理由把罐子放在欄杆上。至少現在還沒有。
Mom's Cafe must have good food -- all the stagecoaches stop there!	老媽餐館的菜一定不錯——所有驛馬車都在那停靠！
You decide that the canister of nitrous oxide would look better somewhere else.	你覺得那罐氧化亞氮擺在別的地方會更好看。
Please, stranger. I'm simply not in the mood. Why don't you go bother Trixie, the Accommodating Sheep?	拜託，陌生人。俺現在沒那個心情。你何不去煩「隨和的羊」翠西呢？
Here, Chester. Maybe it'll help you through these tough times.	拿去，切斯特。或許能幫你撐過這段苦日子。
No thank you, sir. I still have my dignity. That's the one thing they can't take away from me.	不用了，謝謝你，先生。俺還有尊嚴，那是他們唯一奪不走的東西。
You've never seen Chester Field look so downtrodden. Why, he looks like he's lost his best friend. He's wearing a sandwich board, upon which has been VERY hastily scribbled, "Will polish ears for stagecoach fare."	你從沒見過切斯特·菲爾德這麼落魄的樣子。他看起來就像失去了最好的朋友。他身上掛著一塊三明治廣告牌，上頭潦草地寫著：「代客擦耳朵，換一張驛馬車票。」
Polish your ear, Mister? I'm trying to get stagecoach fare to Chicago.	幫你擦擦耳朵吧，先生？俺想湊點錢買去芝加哥的驛馬車票。
No thanks, Chester. I'm broke. But hey, doesn't the trip to Chicago by stagecoach take just about forever?	不用了，切斯特，俺身上沒錢。不過話說回來，坐驛馬車去芝加哥不是要花上一輩子嗎？
Well, yes, but I've always wanted a life on the stage!	呃，是沒錯，不過俺一直很想過「舞台」上的生活嘛！
(ba-dump bump!)	（登楞！）
Hoping Chester won't recognize you with your new disguise, you approach him with a friendly smile.	你希望切斯特認不出偽裝後的你，於是帶著友善的笑容走向他。
Say, pardner, that's a woeful little sign you're carrying there, "Will polish ears for stagecoach fare." What's the problem? Why so down on your luck?	老兄，你掛的這塊牌子挺可憐的啊，「代客擦耳朵，換一張驛馬車票」。怎麼回事？為什麼這麼倒楣？
Well, I'll tell you, even though I usually don't talk to silver-disguised strangers. There's a man inside who's the best gol-damned poker cheat I've ever seen. I never even knew he's was stealing my store until it wuz all over. You see, I bet everything I owned, including my store, on a queen-high straight flush! And that son of a gun had a king-high!	好吧，俺就告訴你，雖然俺一般不跟穿一身銀的陌生人講話。裡面有個傢伙，是俺見過最會出老千的撲克牌高手。俺一直到全輸光了才發現他在坑俺。俺把身家全押上去，連店都賭了，手上是Q高順子！結果那狗娘養的是K高！
Don't feel bad, fella, I would have probably done the same. By the way, did you get this gambler's name?	別難過，老兄，換作是俺大概也會這樣。對了，你有問到那個賭徒的名字嗎？
Name? Shore did. Wheaton Hall is his name, but everybody calls him 'Aces.' And I kin see why!	名字？當然問了。他叫惠頓·霍爾，不過大家都叫他「王牌」，俺完全懂為什麼！
Thanks for your time, and I hope things work out for you! I think I might just pay Mr. Aces a little call!	謝謝你撥空，也希望你順利！俺想俺該去拜訪一下這位「王牌」先生了！
Good luck to you stranger, if'n yur a'gonna git inta that game!	祝你好運了，陌生人，要是你真打算進去玩那一局的話！
Thanks. I'm wearing my lucky neckerchief, so I'm not too worried.	謝了。俺戴著幸運圍巾呢，不太擔心。
Shhyeah, right. Are those bloodstains on there?	是喔，隨便你說。那上頭是血漬嗎？
The door to the Hotel is locked. The ol' Dirty Sheet was shut down unexpectedly putting a total of two desk clerks and five working girls out of jobs. (Fortunately, there weren't any maids, or they'd have been fired, too!)	旅館的門鎖著。老「髒床單」無預警歇業，害兩名櫃檯人員和五位「服務小姐」都丟了飯碗。（幸好沒請女傭，不然也一起被炒魷魚！）
Peering between every crack in the hotel's board sidewalk makes you "board" yourself!	盯著旅館木板人行道的每道縫隙看，看得你都要「木」然了！
You really can't reach that window from here. But hey, a pharmacist's reach should exceed his grasp!	你這裡真的搆不到那扇窗戶。不過話說回來，藥師的野心本該超越自己的臂長！
You do your "Peeping Freddy" routine with the hotel window. Furtive shadows steal across the walls inside. What little light seeps into the hotel plays teasingly at vague forms and shapes. (How nauseatingly poetic!)	你對著旅館窗戶來一段「偷窺佛萊迪」戲碼。鬼鬼祟祟的影子在牆上晃過，透進屋內的微光曖昧地勾勒出模糊的形體。（噁心到有詩意了！）
It's locked! Mom's is closed! Sheriff Shift strikes again! Stomachs all over town are heaving... but this time it's sighs of relief!	鎖住了！老媽餐館關門了！席夫特警長又出手了！全鎮的胃都在翻騰……不過這次是鬆一口氣的翻騰！
(OFF MIKE) You'll get indigestion! It's not good to eat so close to bedtime! Come back tomorrow!	（畫外音）你會消化不良的！這麼晚吃東西不好！明天再來吧！
You deliver a swift karate chop to the post. Excellent! One or two more and you'll have it completely broken. (Your hand, that is!)	你朝柱子俐落地劈了一記手刀。太好了！再來一兩下就會徹底斷掉。（斷的是你的手！）
It feels like part of the ambience that makes Coarsegold so priceless! (Or should that be "worthless?")	這正是粗金鎮那種「無價」氛圍的一部分！（還是該說「一文不值」？）
What are you gonna do, hang off the balcony and steal their hats? Dream on!	你想幹嘛，吊在陽台上偷他們的帽子？想得美！
A whole fleet of rowdy cowhands seems to have invaded Main Street. They're shooting around indiscriminately (the barbarians!). Did they do this just for the fun of it? Or did somebody put them up to it?	一整批粗魯的牛仔似乎入侵了大街。他們亂開槍掃射（真是野蠻！）。他們是純粹找樂子，還是有人在背後唆使？
That's the germ of an idea. Unfortunately, you need some way to make SURE that gas gets set off!	這算是個點子的雛形。可惜你還需要想個辦法，確保那些氣體一定會被引爆！
|c0|Hey, you guys! CUT IT OUT!|c|	|c0|喂，你們這些傢伙！住手啦！|c|
They can't even hear you above the sound of their own obnoxious yelling and the frequent gunshots. Looks like you'll have to be just a |c2|bit|c| more forceful.	他們自己吵吵嚷嚷加上槍聲不斷，根本聽不見你在喊什麼。看來你得再強硬|c2|一點|c|才行。
You encounter dozens of rowdy cowhands from that cattle drive outside of town who are carelessly firing their guns everywhere and frightening (not to mention killing) the locals.	你遇上一群從鎮外趕牛隊來的粗魯牛仔，足足有好幾十個，正到處亂開槍，嚇壞（更別說殺傷）當地居民。
Luckily, the rowdy cowboys don't notice you from down below.	幸好，樓下那群粗魯的牛仔沒注意到你。
The Barber Shop is locked up tight at night.	理髮店晚上鎖得緊緊的。
This door leads to Salvatore O'Hanahan's combination barber shop and dental emporium. Just don't ask him about his heritage. He's VERY confused.	這扇門通往薩瓦多·歐哈納翰的理髮兼牙醫複合店。千萬別問他祖籍的事，他自己也搞得很亂。
Salvatore O'Hanahan, the town barber, doesn't appreciate men touching his pole.	鎮上的理髮師薩瓦多·歐哈納翰，可不喜歡別人碰他的旋轉燈柱。
Like all proud red-blooded Italian-Irish-American barbers, Salvatore O'Hanahan is extremely proud of his pole. (Actually, he almost had to give it up when they levied an expensive pole tax!)	就像所有血氣方剛的義裔愛爾蘭裔美籍理髮師一樣，薩瓦多·歐哈納翰對他的燈柱格外自豪。（其實他們一度課了很貴的「柱子稅」，差點讓他被迫放棄！）
